Traffic__QP_32_nF_5_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComDataCU::hasEqualMotion	7101551	4217172	652728	201291	207420	0	6	138	0	6900254	4009614	652728	3.41404730304 %	2.8344653161 %	4.25922503542 %	0.00120286170824 %	8.44885856625e-05 %	0.00283373375223 %
TComPrediction::xWeightedAverage	6941198	2331490	1891828	139787	7155	0	4	0	0	6801407	2324335	1891828	1.31615199441 %	2.01387426205 %	0.169416558261 %	3.58277958489e-05 %	5.76269399029e-05 %	0.0 %
TComTU::isNonTransformedResidualRotated	6901100	4830770	690110	261724	0	0	2	0	0	6639374	4830770	690110	2.10694269352 %	3.79249684833 %	0.0 %	1.61004928361e-05 %	2.8980887105e-05 %	0.0 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	6632045	4188660	698110	16139	6788	0	6	0	0	6615900	4181872	698110	0.199039571345 %	0.243348771005 %	0.13890565752 %	5.20886914149e-05 %	9.04698324574e-05 %	0.0 %
TComDataCU::CUIsFromSameSliceAndTile	6624995	4157338	600850	67332	264568	0	6	2	0	6557657	3892768	600850	2.91570468471 %	1.01633284252 %	5.5602679003 %	7.02791126173e-05 %	9.05661060876e-05 %	4.20328074469e-05 %
TComTU::TComTU	6600800	2640320	2706328	406071	84329	158092	25	37	16	6194704	2555954	2548220	5.42787045401 %	6.15184523088 %	4.53407443318 %	0.000652859087564 %	0.00037874197067 %	0.00099127528126 %
TEncEntropy::encodeIntraDirModeLuma	6592292	3767024	2354390	28341	29605	0	2	1	0	6563949	3737418	2354390	0.45577583751 %	0.429911175051 %	0.483630089388 %	2.3596581516e-05 %	3.03384619492e-05 %	1.63360948957e-05 %
TComDataCU::setTransformSkipSubParts	6355275	3304743	1779477	198078	79260	8504	3	0	3	6157194	3225483	1770970	2.49872918341 %	3.1167494719 %	1.72620382281 %	5.24498677608e-05 %	4.72048809847e-05 %	5.90061012309e-05 %
TComLoopFilter::xEdgeFilterLuma	6281002	2440936	1000749	225	25379	1	124	31	0	6280653	2415526	1000748	0.263353124501 %	0.00358223098799 %	0.737429485848 %	0.00159420950196 %	0.00197420730005 %	0.000900721594219 %
TComDataCU::copyPartFrom	6107400	2568240	2317680	163800	111101	28956	42	0	0	5943558	2457139	2288724	2.76401487449 %	2.68199233716 %	2.86654304614 %	0.000382050190479 %	0.000687690342863 %	0.0 %
TComDataCU::copyToPic	6051760	2729640	2232380	156000	158542	13193	40	46	12	5895720	2571052	2219175	2.9756813737 %	2.57776250215 %	3.46098967759 %	0.000889794421171 %	0.000660964744141 %	0.00116887880339 %
